trade_date,518880.SH,513100.SH,159915.SZ,510300.SH
2015-09-16,2.277,0.2950819672131147,1.796,2.7668192580899764
2015-09-17,2.305,0.2954818072770891,1.763,2.713054459352802
2015-09-18,2.318,0.2956817273090764,1.825,2.712227308602999
2015-09-21,2.347,0.2920831667333067,1.965,2.76185635359116
2015-09-22,2.333,0.2934826069572171,1.939,2.78336227308603
2015-09-23,2.326,0.2890843662534986,1.915,2.718844514601421
2015-09-24,2.344,0.2890843662534986,1.933,2.742004735595896
2015-09-25,2.359,0.2898840463814474,1.845,2.682449881610103
2015-09-28,2.345,0.2866853258696521,1.979,2.698165745856354
2015-09-29,2.314,0.2784886045581767,1.952,2.6460552486187847
2015-09-30,2.314,0.2786885245901639,1.935,2.664252565114444
2015-10-08,2.346,0.288484606157537,2.08,2.760202052091555
2015-10-09,2.35,0.2898840463814474,2.103,2.794942383583268
2015-10-12,2.375,0.2920831667333067,2.22,2.911570639305446
2015-10-13,2.361,0.2916833266693323,2.226,2.890891870560379
2015-10-14,2.397,0.2900839664134346,2.182,2.859460142067877
2015-10-15,2.407,0.2918832467013195,2.298,2.933076558800316
2015-10-16,2.402,0.2966813274690124,2.329,2.9736069455406478
2015-10-19,2.398,0.2968812475009996,2.294,2.968644041041831
2015-10-20,2.393,0.2988804478208717,2.391,3.0075201262825573
2015-10-21,2.399,0.2974810075969612,2.22,2.917360694554065
2015-10-22,2.389,0.2966813274690124,2.348,2.954582478295185
2015-10-23,2.403,0.306077568972411,2.427,3.0066929755327547
2015-10-26,2.387,0.3096761295481807,2.398,3.011655880031571
2015-10-27,2.394,0.3082766893242703,2.444,3.013310181531176
2015-10-28,2.406,0.3104758096761295,2.36,2.9603725335438047
2015-10-29,2.384,0.31187524990004,2.352,2.964508287292818
2015-10-30,2.351,0.3136745301879248,2.349,2.9653354380426205
2015-11-02,2.34,0.3102758896441424,2.311,2.9157063930544598
2015-11-03,2.327,0.314874050379848,2.305,2.8933733228097878
2015-11-04,2.301,0.3158736505397841,2.489,3.067074980268351
2015-11-05,2.281,0.3156737305077969,2.443,3.115876874506709
2015-11-06,2.282,0.3146741303478608,2.548,3.1903204419889506
2015-11-09,2.25,0.3164734106357457,2.583,3.2234064719810576
2015-11-10,2.25,0.3124750099960016,2.609,3.214307813733228
2015-11-11,2.249,0.3114754098360656,2.68,3.2101720599842145
2015-11-12,2.243,0.3116753298680528,2.648,3.1770860299921075
2015-11-13,2.23,0.3084766093562575,2.58,3.146481452249408
2015-11-16,2.26,0.3030787684926029,2.67,3.1646787687450675
2015-11-17,2.226,0.3102758896441424,2.569,3.153098658247829
2015-11-18,2.212,0.3094762095161935,2.516,3.125802683504341
2015-11-19,2.221,0.3164734106357457,2.624,3.172950276243094
2015-11-20,2.234,0.3160735705717712,2.645,3.163851617995265
2015-11-23,2.212,0.3172730907636945,2.619,3.1481357537490138
2015-11-24,2.212,0.3170731707317073,2.663,3.150617205998422
2015-11-25,2.226,0.3158736505397841,2.746,3.1696416732438832
2015-11-26,2.217,0.3160735705717712,2.674,3.154752959747435
2015-11-27,2.206,0.3166733306677329,2.496,2.9843599052880823
2015-11-30,2.183,0.3164734106357457,2.52,2.985187056037885
2015-12-01,2.216,0.3162734906037585,2.507,3.0083472770323603
2015-12-02,2.208,0.3208716513394642,2.454,3.137382794001579
2015-12-03,2.182,0.3184726109556177,2.561,3.144
2015-12-04,2.2,0.3142742902838865,2.53,3.084445146014207
2015-12-07,2.24,0.320671731307477,2.571,3.089408050513023
2015-12-08,2.225,0.3194722111155538,2.531,3.0447419100236783
2015-12-09,2.231,0.3198720511795282,2.51,3.0488776637726915
2015-12-10,2.23,0.3162734906037585,2.526,3.043087608524073
2015-12-11,2.23,0.3168732506997201,2.51,3.0281988950276246
2015-12-14,2.242,0.31187524990004,2.555,3.120839779005525
2015-12-15,2.225,0.3142742902838865,2.577,3.0910623520126284
2015-12-16,2.227,0.3168732506997201,2.593,3.091889502762431
2015-12-17,2.228,0.3220711715313874,2.674,3.149790055248619
2015-12-18,2.217,0.3168732506997201,2.668,3.1613701657458564
2015-12-21,2.238,0.3146741303478608,2.663,3.244085240726125
2015-12-22,2.249,0.3146741303478608,2.656,3.248220994475138
2015-12-23,2.244,0.3154738104758097,2.6,3.244085240726125
2015-12-24,2.245,0.3174730107956817,2.624,3.2052091554853988
2015-12-25,2.25,0.3160735705717712,2.62,3.2217521704814525
2015-12-28,2.244,0.314874050379848,2.551,3.1249755327545383
2015-12-29,2.248,0.3162734906037585,2.58,3.1539258089976325
2015-12-30,2.245,0.3212714914034386,2.605,3.153098658247829
2015-12-31,2.232,0.3232706917233107,2.539,3.1249755327545383
2016-01-04,2.251,0.3184726109556177,2.306,2.923977900552486
2016-01-05,2.27,0.313874450219912,2.275,2.917360694554065
2016-01-06,2.289,0.3154738104758097,2.321,2.9628539857932124
2016-01-07,2.339,0.31187524990004,2.096,2.8817932123125494
2016-01-08,2.338,0.307077169132347,2.125,2.8189297553275456
2016-01-11,2.347,0.3042782886845262,1.999,2.674178374112076
2016-01-12,2.318,0.3022790883646541,2.036,2.6932028413575373
2016-01-13,2.3,0.3048780487804878,1.964,2.6559810576164167
2016-01-14,2.317,0.299280287884846,2.072,2.700647198105762
2016-01-15,2.304,0.2958816473410636,1.997,2.621240726124704
2016-01-18,2.313,0.2926829268292683,2.07,2.6228950276243093
2016-01-19,2.311,0.297281087564974,2.126,2.698165745856354
2016-01-20,2.329,0.2898840463814474,2.085,2.661259668508288
2016-01-21,2.35,0.2858856457417033,2.006,2.584839779005525
2016-01-22,2.335,0.2910835665733706,2.042,2.610033149171271
2016-01-25,2.339,0.297281087564974,2.04,2.6201104972375693
2016-01-26,2.379,0.2860855657736905,1.888,2.4723093922651938
2016-01-27,2.375,0.290483806477409,1.887,2.445436464088398
2016-01-28,2.361,0.2874850059976009,1.808,2.392530386740332
2016-01-29,2.363,0.291483406637345,1.879,2.460552486187846
2016-02-01,2.383,0.2968812475009996,1.895,2.43367955801105
2016-02-02,2.389,0.2974810075969612,1.972,2.4857458563535912
2016-02-03,2.399,0.291483406637345,1.988,2.4739889502762438
2016-02-04,2.421,0.2930827668932427,2.024,2.506740331491713
2016-02-05,2.451,0.2960815673730508,1.999,2.477348066298343
2016-02-15,2.547,0.2916833266693323,2.017,2.468110497237569
2016-02-16,2.512,0.2926829268292683,2.099,2.5378121546961325
2016-02-17,2.533,0.290483806477409,2.109,2.5638453038674034
2016-02-18,2.537,0.2912834866053578,2.09,2.560486187845304
2016-02-19,2.574,0.2890843662534986,2.106,2.553767955801105
2016-02-22,2.555,0.2900839664134346,2.142,2.606674033149172
2016-02-23,2.557,0.291483406637345,2.117,2.5865193370165747
2016-02-24,2.577,0.288484606157537,2.097,2.6058342541436468
2016-02-25,2.614,0.290483806477409,1.896,2.439558011049724
2016-02-26,2.612,0.2942822870851659,1.902,2.46307182320442
2016-02-29,2.587,0.2924830067972811,1.77,2.4051270718232045
2016-03-01,2.626,0.2916833266693323,1.824,2.4504751381215475
2016-03-02,2.595,0.3028788484606157,1.912,2.560486187845304
2016-03-03,2.617,0.3028788484606157,1.902,2.55460773480663
2016-03-04,2.651,0.3014794082367053,1.81,2.58567955801105
2016-03-07,2.649,0.3014794082367053,1.853,2.6058342541436468
2016-03-08,2.662,0.2974810075969612,1.888,2.596596685082873
2016-03-09,2.634,0.2936825269892043,1.848,2.557966850828729
2016-03-10,2.618,0.296281487405038,1.835,2.52353591160221
2016-03-11,2.651,0.296281487405038,1.834,2.5184972375690613
2016-03-14,2.624,0.3008796481407437,1.925,2.573082872928177
2016-03-15,2.572,0.3008796481407437,1.891,2.5646850828729284
2016-03-16,2.591,0.3000799680127948,1.878,2.581480662983425
2016-03-17,2.617,0.3028788484606157,1.991,2.623469613259669
2016-03-18,2.617,0.3026789284286285,2.076,2.660419889502762
2016-03-21,2.576,0.3018792483006797,2.116,2.719204419889503
2016-03-22,2.597,0.3020791683326669,2.099,2.700729281767956
2016-03-23,2.57,0.3044782087165134,2.148,2.705767955801105
2016-03-24,2.534,0.3016793282686925,2.1,2.6637790055248622
2016-03-25,2.549,0.3030787684926029,2.099,2.674696132596685
2016-03-28,2.541,0.3042782886845262,2.073,2.6495027624309397
2016-03-29,2.547,0.3028788484606157,2.039,2.627668508287293
2016-03-30,2.57,0.3064774090363854,2.134,2.699889502762431
2016-03-31,2.548,0.3068772491003598,2.119,2.6948508287292823
2016-04-01,2.564,0.3052778888444622,2.097,2.7032486187845306
2016-04-05,2.552,0.307077169132347,2.168,2.729281767955801
2016-04-06,2.554,0.307077169132347,2.181,2.7242430939226523
2016-04-07,2.553,0.3104758096761295,2.145,2.6906519337016577
2016-04-08,2.57,0.307077169132347,2.125,2.6679779005524864
2016-04-11,2.593,0.3064774090363854,2.17,2.697370165745857
2016-04-12,2.607,0.3042782886845262,2.162,2.6940110497237573
2016-04-13,2.584,0.3062774890043983,2.177,2.7284419889502765
2016-04-14,2.563,0.3096761295481807,2.212,2.738519337016575
2016-04-15,2.562,0.3106757297081167,2.195,2.7410386740331494
2016-04-18,2.564,0.3098760495801679,2.16,2.7024088397790056
2016-04-19,2.588,0.3110755697720911,2.161,2.705767955801105
2016-04-20,2.594,0.3090763694522191,2.03,2.658740331491713
2016-04-21,2.626,0.3100759696121551,2.003,2.64614364640884
2016-04-22,2.592,0.3092762894842063,2.038,2.657900552486188
2016-04-25,2.578,0.3066773290683726,2.023,2.6495027624309397
2016-04-26,2.573,0.3064774090363854,2.054,2.664618784530387
2016-04-27,2.601,0.3042782886845262,2.041,2.652022099447514
2016-04-28,2.613,0.3036785285885645,2.048,2.6503425414364643
2016-04-29,2.66,0.3008796481407437,2.033,2.646983425414365
2016-05-03,2.702,0.3012794882047181,2.112,2.698209944751381
2016-05-04,2.677,0.2988804478208717,2.102,2.688132596685083
2016-05-05,2.675,0.2978808476609356,2.116,2.688132596685083
2016-05-06,2.68,0.2986805277888844,2.018,2.6268287292817685
2016-05-09,2.67,0.3004798080767693,1.955,2.573082872928177
2016-05-10,2.657,0.3004798080767693,1.95,2.5705635359116026
2016-05-11,2.669,0.3046781287485006,1.93,2.580640883977901
2016-05-12,2.66,0.3018792483006797,1.932,2.5898784530386743
2016-05-13,2.682,0.2994802079168333,1.92,2.580640883977901
2016-05-16,2.695,0.2996801279488205,1.953,2.5907182320441997
2016-05-17,2.682,0.3030787684926029,1.977,2.5865193370165747
2016-05-18,2.681,0.2994802079168333,1.921,2.5697237569060776
2016-05-19,2.64,0.3000799680127948,1.938,2.5646850828729284
2016-05-20,2.638,0.3002798880447821,1.961,2.581480662983425
2016-05-23,2.635,0.3024790083966413,1.992,2.58567955801105
2016-05-24,2.623,0.3024790083966413,1.975,2.5697237569060776
2016-05-25,2.581,0.3078768492602959,1.965,2.568044198895028
2016-05-26,2.591,0.3090763694522191,1.985,2.568044198895028
2016-05-27,2.58,0.3104758096761295,1.968,2.5697237569060776
2016-05-30,2.554,0.3134746101559376,1.959,2.571403314917127
2016-05-31,2.576,0.3150739704118352,2.069,2.661259668508288
2016-06-01,2.579,0.3152738904438225,2.067,2.6503425414364643
2016-06-02,2.581,0.3140743702518992,2.088,2.652861878453039
2016-06-03,2.574,0.3140743702518992,2.109,2.683933701657459
2016-06-06,2.621,0.31187524990004,2.102,2.6679779005524864
2016-06-07,2.625,0.3130747700919632,2.098,2.6679779005524864
2016-06-08,2.646,0.31187524990004,2.092,2.664618784530387
2016-06-13,2.724,0.3078768492602959,1.967,2.5772817679558013
2016-06-14,2.717,0.3076769292283087,1.967,2.588198895027624
2016-06-15,2.73,0.3098760495801679,2.04,2.622629834254144
2016-06-16,2.777,0.3094762095161935,2.009,2.606674033149172
2016-06-17,2.715,0.3098760495801679,2.034,2.6175911602209947
2016-06-20,2.717,0.3106757297081167,2.03,2.6184309392265197
2016-06-21,2.712,0.3090763694522191,2.007,2.612552486187845
2016-06-22,2.675,0.308076769292283,2.055,2.628508287292818
2016-06-23,2.681,0.3086765293882447,2.051,2.6201104972375693
2016-06-24,2.805,0.3058776489404238,2.043,2.592397790055249
2016-06-27,2.828,0.3048780487804878,2.109,2.6251491712707185
2016-06-28,2.817,0.3042782886845262,2.128,2.6385856353591164
2016-06-29,2.83,0.3048780487804878,2.121,2.6503425414364643
2016-06-30,2.818,0.3072770891643342,2.132,2.6545414364640885
2016-07-01,2.858,0.3098760495801679,2.116,2.652022099447514
2016-07-04,2.899,0.3112754898040784,2.153,2.6965303867403314
2016-07-05,2.89,0.3108756497401039,2.148,2.7032486187845306
2016-07-06,2.947,0.3100759696121551,2.148,2.7166850828729285
2016-07-07,2.936,0.3134746101559376,2.141,2.720044198895028
2016-07-08,2.916,0.3132746901239504,2.145,2.7099668508287293
2016-07-11,2.942,0.3192722910835666,2.125,2.7166850828729285
2016-07-12,2.919,0.3204718112754898,2.155,2.785546961325968
2016-07-13,2.892,0.3218712514994002,2.188,2.791425414364641
2016-07-14,2.872,0.3214714114354258,2.19,2.787226519337017
2016-07-15,2.875,0.3240703718512595,2.164,2.790585635359116
2016-07-18,2.865,0.3236705317872851,2.148,2.7805082872928177
2016-07-19,2.87,0.3264694122351059,2.173,2.7662320441988952
2016-07-20,2.858,0.3260695721711315,2.165,2.760353591160221
2016-07-21,2.83,0.3286685325869652,2.167,2.775469613259669
2016-07-22,2.844,0.3272690923630548,2.154,2.751116022099448
2016-07-25,2.83,0.328468612554978,2.146,2.7502762430939227
2016-07-26,2.834,0.3292682926829268,2.182,2.785546961325968
2016-07-27,2.836,0.3296681327469012,2.061,2.73432044198895
2016-07-28,2.876,0.3310675729708117,2.044,2.7418784530386744
2016-07-29,2.859,0.3328668532586965,2.031,2.7326408839779006
2016-08-01,2.877,0.3338664534186325,2.013,2.7099668508287293
2016-08-02,2.895,0.3354658136745301,2.025,2.7166850828729285
2016-08-03,2.912,0.3306677329068372,2.017,2.720044198895028
2016-08-04,2.881,0.3310675729708117,2.04,2.7284419889502765
2016-08-05,2.918,0.3334666133546581,2.022,2.7393591160221
2016-08-08,2.857,0.3374650139944022,2.041,2.762033149171271
2016-08-09,2.855,0.3388644542183127,2.061,2.774629834254144
2016-08-10,2.896,0.3398640543782487,2.043,2.7662320441988952
2016-08-11,2.871,0.3384646141543382,2.017,2.762872928176796
2016-08-12,2.87,0.3402638944422231,2.035,2.8115801104972378
2016-08-15,2.864,0.3394642143142742,2.103,2.894718232044199
2016-08-16,2.875,0.3402638944422231,2.105,2.8863204419889503
2016-08-17,2.861,0.3374650139944022,2.112,2.879602209944752
2016-08-18,2.876,0.338264694122351,2.108,2.8754033149171274
2016-08-19,2.877,0.3380647740903639,2.112,2.872044198895028
2016-08-22,2.855,0.3380647740903639,2.072,2.851889502762431
2016-08-23,2.86,0.3404638144742103,2.084,2.853569060773481
2016-08-24,2.861,0.3412634946021591,2.098,2.841812154696133
2016-08-25,2.837,0.3388644542183127,2.088,2.8266961325966853
2016-08-26,2.841,0.3396641343462615,2.095,2.823337016574586
2016-08-29,2.83,0.3386645341863254,2.101,2.822497237569061
2016-08-30,2.836,0.3404638144742103,2.104,2.834254143646409
2016-08-31,2.823,0.3384646141543382,2.099,2.846011049723757
2016-09-01,2.815,0.3388644542183127,2.084,2.8157790055248624
2016-09-02,2.821,0.3386645341863254,2.081,2.828375690607735
2016-09-05,2.851,0.3406637345061975,2.088,2.834254143646409
2016-09-06,2.852,0.3418632546981207,2.128,2.85860773480663
2016-09-07,2.891,0.3442622950819672,2.114,2.86028729281768
2016-09-08,2.889,0.3432626949220312,2.128,2.8560883977900557
2016-09-09,2.872,0.3428628548580568,2.109,2.841812154696133
2016-09-12,2.852,0.3320671731307477,2.06,2.785546961325968
2016-09-13,2.857,0.3368652538984406,2.055,2.785546961325968
2016-09-14,2.843,0.3342662934826069,2.051,2.76875138121547
2016-09-19,2.826,0.3422630947620951,2.072,2.786386740331492
2016-09-20,2.831,0.3400639744102359,2.066,2.7830276243093928
2016-09-21,2.838,0.3400639744102359,2.068,2.793944751381216
2016-09-22,2.859,0.3454618152738904,2.072,2.812419889502763
2016-09-23,2.862,0.3544582167133147,2.065,2.805701657458564
2016-09-26,2.863,0.3488604558176729,2.032,2.7586740331491715
2016-09-27,2.858,0.3442622950819672,2.049,2.7729502762430944
2016-09-28,2.837,0.3446621351459416,2.05,2.76875138121547
2016-09-29,2.832,0.3446621351459416,2.058,2.7813480662983427
2016-09-30,2.843,0.3412634946021591,2.062,2.7897458563535915
2016-10-10,2.737,0.34406237504998,2.119,2.821657458563536
2016-10-11,2.731,0.3484606157536985,2.118,2.828375690607735
2016-10-12,2.725,0.3478608556577369,2.116,2.821657458563536
2016-10-13,2.734,0.3468612554978009,2.113,2.821657458563536
2016-10-14,2.724,0.3466613354658137,2.104,2.830055248618785
2016-10-17,2.734,0.3432626949220312,2.079,2.804022099447514
2016-10-18,2.74,0.3432626949220312,2.107,2.839292817679558
2016-10-19,2.74,0.3448620551779288,2.092,2.8376132596685086
2016-10-20,2.761,0.3464614154338264,2.101,2.8334143646408845
2016-10-21,2.751,0.3454618152738904,2.09,2.847690607734807
2016-10-24,2.76,0.3476609356257497,2.109,2.882121546961326
2016-10-25,2.77,0.3522590963614554,2.109,2.8745635359116024
2016-10-26,2.783,0.3500599760095961,2.094,2.8661657458563536
2016-10-27,2.772,0.3474610155937625,2.092,2.861966850828729
2016-10-28,2.775,0.3472610955617753,2.071,2.8577679558011053
2016-10-31,2.788,0.3466613354658137,2.071,2.851889502762431
2016-11-01,2.799,0.3474610155937625,2.082,2.869524861878453
2016-11-02,2.824,0.3436625349860056,2.054,2.8502099447513816
2016-11-03,2.823,0.3402638944422231,2.062,2.872044198895028
2016-11-04,2.804,0.3410635745701719,2.056,2.862806629834254
2016-11-07,2.792,0.3452618952419032,2.043,2.865325966850829
2016-11-08,2.798,0.3444622151139544,2.063,2.8804419889502766
2016-11-09,2.865,0.3346661335465813,2.032,2.869524861878453
2016-11-10,2.813,0.3462614954018392,2.053,2.8989171270718237
2016-11-11,2.769,0.3416633346661336,2.06,2.9241104972375696
2016-11-14,2.683,0.3436625349860056,2.07,2.9283093922651937
2016-11-15,2.709,0.3404638144742103,2.089,2.924950276243094
2016-11-16,2.722,0.3464614154338264,2.091,2.925790055248619
2016-11-17,2.716,0.3476609356257497,2.074,2.932508287292818
2016-11-18,2.687,0.3516593362654938,2.07,2.9224309392265195
2016-11-21,2.709,0.3502598960415833,2.061,2.935867403314917
2016-11-22,2.715,0.3554578168732507,2.086,2.9652596685082875
2016-11-23,2.717,0.3556577369052379,2.075,2.9702983425414367
2016-11-24,2.684,0.3562574970011995,2.054,2.9786961325966854
2016-11-25,2.662,0.3598560575769692,2.076,3.011447513812155
2016-11-28,2.678,0.3626549380247901,2.071,3.0248839779005525
2016-11-29,2.666,0.3592562974810075,2.073,3.048397790055249
2016-11-30,2.652,0.3578568572570971,2.092,3.0206850828729284
2016-12-01,2.64,0.3534586165533787,2.089,3.0492375690607734
2016-12-02,2.638,0.3508596561375449,2.055,3.01564640883978
2016-12-05,2.629,0.3504598160735706,2.055,2.955182320441989
2016-12-06,2.626,0.3536585365853658,2.036,2.95014364640884
2016-12-07,2.621,0.3532586965213914,2.044,2.963580110497238
2016-12-08,2.644,0.3600559776089564,2.028,2.9702983425414367
2016-12-09,2.643,0.3566573370651739,2.013,2.9870939226519337
2016-12-12,2.63,0.358656537385046,1.902,2.908154696132597
2016-12-13,2.632,0.358656537385046,1.9,2.903955801104973
2016-12-14,2.65,0.3614554178328669,1.88,2.883801104972376
2016-12-15,2.615,0.3618552578968412,1.893,2.851049723756906
2016-12-16,2.602,0.3634546181527389,1.908,2.851049723756906
2016-12-19,2.615,0.3624550179928029,1.896,2.8426519337016574
2016-12-20,2.601,0.3630547780887645,1.897,2.821657458563536
2016-12-21,2.595,0.3690523790483807,1.904,2.852729281767956
2016-12-22,2.577,0.367453018792483,1.897,2.847690607734807
2016-12-23,2.583,0.3670531787285086,1.874,2.825016574585636
2016-12-26,2.592,0.3728508596561375,1.886,2.835093922651934
2016-12-27,2.595,0.3666533386645342,1.881,2.830895027624309
2016-12-28,2.603,0.368452618952419,1.87,2.8157790055248624
2016-12-29,2.616,0.3648540583766493,1.876,2.817458563535912
2016-12-30,2.636,0.3632546981207517,1.881,2.8199779005524865
2017-01-03,2.626,0.3600559776089564,1.881,2.851889502762431
2017-01-04,2.638,0.3622550979608157,1.907,2.877082872928177
2017-01-05,2.636,0.3620551779288284,1.901,2.8712044198895037
2017-01-06,2.633,0.3622550979608157,1.886,2.861966850828729
2017-01-09,2.645,0.3644542183126749,1.878,2.872044198895028
2017-01-10,2.663,0.3662534986005598,1.869,2.864486187845304
2017-01-11,2.664,0.3682526989204318,1.857,2.843491712707183
2017-01-12,2.671,0.3678528588564574,1.849,2.8292154696132603
2017-01-13,2.662,0.3672530987604958,1.82,2.834254143646409
2017-01-16,2.682,0.3688524590163934,1.756,2.830895027624309
2017-01-17,2.694,0.3670531787285086,1.787,2.835093922651934
2017-01-18,2.685,0.3662534986005598,1.767,2.853569060773481
2017-01-19,2.662,0.366453418632547,1.768,2.843491712707183
2017-01-20,2.668,0.366453418632547,1.801,2.867845303867404
2017-01-23,2.681,0.3658536585365854,1.807,2.870246250986584
2017-01-24,2.677,0.3670531787285086,1.786,2.871954222573008
2017-01-25,2.651,0.3700519792083167,1.794,2.880494080505131
2017-01-26,2.641,0.3760495801679328,1.804,2.892449881610103
2017-02-03,2.674,0.3734506197520992,1.802,2.875370165745857
2017-02-06,2.701,0.3746501399440224,1.82,2.8745161799526446
2017-02-07,2.722,0.3746501399440224,1.807,2.8693922651933708
2017-02-08,2.722,0.3776489404238304,1.822,2.889033938437254
2017-02-09,2.74,0.3786485405837664,1.833,2.899281767955802
2017-02-10,2.712,0.3824470211915234,1.824,2.914653512233623
2017-02-13,2.719,0.383046781287485,1.833,2.930025256511445
2017-02-14,2.72,0.3828468612554978,1.827,2.933441199684294
2017-02-15,2.707,0.3856457417033186,1.812,2.9231933701657464
2017-02-16,2.725,0.3874450219912035,1.817,2.936003157063931
2017-02-17,2.737,0.3860455817672931,1.801,2.918923441199685
2017-02-20,2.73,0.3872451019592163,1.817,2.9667466456195744
2017-02-21,2.736,0.3876449420231907,1.842,2.9667466456195744
2017-02-22,2.735,0.3928428628548581,1.838,2.976140489344909
2017-02-23,2.739,0.3924430227908836,1.848,2.9633307024467253
2017-02-24,2.775,0.3912435025989604,1.859,2.9607687450670883
2017-02-27,2.784,0.3892443022790884,1.847,2.937711128650356
2017-02-28,2.774,0.390843662534986,1.846,2.941981057616417
2017-03-01,2.755,0.3892443022790884,1.85,2.9453970007892663
2017-03-02,2.758,0.397640943622551,1.841,2.9351491712707185
2017-03-03,2.737,0.3954418232706917,1.849,2.9240473559589586
2017-03-06,2.739,0.4038384646141543,1.883,2.938565114443568
2017-03-07,2.729,0.3984406237504998,1.895,2.9428350434096298
2017-03-08,2.717,0.3954418232706917,1.884,2.946250986582479
2017-03-09,2.708,0.3956417433026789,1.869,2.9197774269928973
2017-03-10,2.69,0.3988404638144742,1.868,2.9223393843725343
2017-03-13,2.718,0.4018392642942822,1.89,2.9539368587213897
2017-03-14,2.709,0.4048380647740903,1.875,2.947104972375691
2017-03-15,2.709,0.4036385445821672,1.876,2.952228887134965
2017-03-16,2.75,0.4078368652538984,1.882,2.970162588792424
2017-03-17,2.754,0.4066373450619752,1.862,2.9368571428571437
2017-03-20,2.766,0.405437824870052,1.87,2.938565114443568
2017-03-21,2.751,0.4078368652538984,1.879,2.9590607734806635
2017-03-22,2.776,0.3952419032387045,1.864,2.943689029202842
2017-03-23,2.779,0.3962415033986405,1.865,2.952228887134965
2017-03-24,2.773,0.390843662534986,1.882,2.980410418310972
2017-03-27,2.8,0.3870451819272291,1.864,2.9667466456195744
2017-03-28,2.793,0.3916433426629348,1.863,2.9624767166535126
2017-03-29,2.786,0.3978408636545382,1.845,2.9564988161010266
2017-03-30,2.784,0.3982407037185126,1.813,2.9283172849250203
2017-03-31,2.761,0.4012395041983207,1.826,2.9496669297553284
2017-04-05,2.792,0.3978408636545382,1.861,2.99834411996843
2017-04-06,2.794,0.3936425429828069,1.859,2.9949281767955807
2017-04-07,2.819,0.3924430227908836,1.865,3.0009060773480667
2017-04-10,2.808,0.3942423030787685,1.832,2.993220205209156
2017-04-11,2.814,0.3936425429828069,1.836,3.0009060773480667
2017-04-12,2.842,0.3934426229508196,1.819,2.989804262036307
2017-04-13,2.853,0.3906437425029988,1.835,3.0009060773480667
2017-04-14,2.859,0.3868452618952419,1.81,2.976140489344909
2017-04-17,2.852,0.3870451819272291,1.79,2.9658926598263617
2017-04-18,2.843,0.3926429428228709,1.772,2.9590607734806635
2017-04-19,2.841,0.3902439024390244,1.763,2.936003157063931
2017-04-20,2.836,0.3896441423430627,1.77,2.952228887134965
2017-04-21,2.827,0.3934426229508196,1.761,2.954790844514602
2017-04-24,2.805,0.396641343462615,1.737,2.9231933701657464
2017-04-25,2.807,0.3998400639744102,1.742,2.932587213891082
2017-04-26,2.794,0.4038384646141543,1.743,2.9394191002367807
2017-04-27,2.802,0.4010395841663334,1.764,2.941127071823205
2017-04-28,2.812,0.4036385445821672,1.777,2.930025256511445
2017-05-02,2.788,0.4082367053178728,1.773,2.925755327545384
2017-05-03,2.788,0.4076369452219113,1.763,2.911237569060774
2017-05-04,2.745,0.406437425029988,1.769,2.900135753749014
2017-05-05,2.747,0.4052379048380648,1.743,2.8813480662983437
2017-05-08,2.738,0.4124350259896042,1.716,2.856582478295186
2017-05-09,2.741,0.414234306277489,1.726,2.859144435674823
2017-05-10,2.726,0.4140343862455018,1.7,2.8488966061562757
2017-05-11,2.731,0.4138344662135145,1.696,2.8634143646408847
2017-05-12,2.739,0.4100359856057577,1.698,2.8864719810576167
2017-05-15,2.75,0.4118352658936425,1.704,2.8984277821625897
2017-05-16,2.757,0.4144342263094762,1.741,2.932587213891082
2017-05-17,2.768,0.4126349460215914,1.743,2.9129455406471987
2017-05-18,2.791,0.4038384646141543,1.738,2.900135753749014
2017-05-19,2.784,0.406437425029988,1.725,2.905259668508288
2017-05-22,2.79,0.4098360655737704,1.711,2.907821625887925
2017-05-23,2.803,0.4138344662135145,1.681,2.920631412786109
2017-05-24,2.772,0.4136345461815274,1.703,2.920631412786109
2017-05-25,2.784,0.416233506597361,1.703,2.982972375690608
2017-05-26,2.788,0.4214314274290284,1.689,2.9778484609313347
2017-05-31,2.775,0.4212315073970412,1.692,2.979556432517759
2017-06-01,2.777,0.4172331067572971,1.661,2.9863883188634577
2017-06-02,2.771,0.4232307077169132,1.678,2.978702446724547
2017-06-05,2.805,0.4268292682926829,1.689,2.9590607734806635
2017-06-06,2.822,0.4244302279088365,1.692,2.982118389897396
2017-06-07,2.823,0.4222311075569772,1.73,3.023109707971587
2017-06-08,2.806,0.4236305477808877,1.722,3.0444593528018946
2017-06-09,2.78,0.4244302279088365,1.725,3.063247040252566
2017-06-12,2.77,0.4192323070771691,1.702,3.05726913970008
2017-06-13,2.775,0.4156337465013995,1.723,3.063247040252566
2017-06-14,2.782,0.4154338264694122,1.72,3.0325035516969225
2017-06-15,2.759,0.4086365453818473,1.744,3.022255722178375
2017-06-16,2.755,0.4102359056377449,1.739,3.017131807419101
2017-06-19,2.753,0.4100359856057577,1.746,3.0512912391475933
2017-06-20,2.743,0.4156337465013995,1.748,3.0418973954222577
2017-06-21,2.745,0.4106357457017193,1.753,3.080326756116812
2017-06-22,2.76,0.414234306277489,1.725,3.0837426992896613
2017-06-23,2.764,0.414234306277489,1.737,3.113632202052092
2017-06-26,2.764,0.4166333466613355,1.749,3.152061562746646
2017-06-27,2.751,0.4144342263094762,1.746,3.1537695343330707
