ts_code,trade_date,pre_close,open,high,low,close,change,pct_chg,vol,amount,adj_factor
510300.SH,20120918,2.297,1.8011049723756907,1.8050513022888715,1.7853196527229678,1.790844514601421,-0.028,-1.219,2229305.8,507931.998,1.0
510300.SH,20120919,2.269,1.790844514601421,1.8026835043409628,1.7853196527229678,1.7979479084451462,0.009,0.3967,2784850.38,632625.617,1.0
510300.SH,20120920,2.278,1.7940015785319656,1.7940015785319656,1.7569060773480665,1.759273875295975,-0.049,-2.151,4082695.01,918380.882,1.0
510300.SH,20120921,2.229,1.7529597474348857,1.775848460931334,1.7513812154696133,1.7584846093133388,-0.001,-0.0449,2770521.51,618928.591,1.0
510300.SH,20120924,2.228,1.7474348855564326,1.7861089187056038,1.7395422257300712,1.774269928966062,0.02,0.8977,3142901.69,701343.622,1.0
510300.SH,20120925,2.248,1.7687450670876088,1.7813733228097872,1.7640094711917917,1.7719021310181533,-0.003,-0.1335,1721810.47,386972.275,1.0
510300.SH,20120926,2.245,1.770323599052881,1.7774269928966062,1.7505919494869773,1.7529597474348857,-0.024,-1.069,1629607.01,363710.512,1.0
510300.SH,20120927,2.221,1.7561168113654304,1.8437253354380427,1.7553275453827943,1.8034727703235993,0.064,2.8816,4791727.03,1089681.314,1.0
510300.SH,20120928,2.285,1.792423046566693,1.8460931333859512,1.7876874506708764,1.845303867403315,0.053,2.3195,5021109.76,1158247.609,1.0
510300.SH,20121008,2.338,1.8429360694554067,1.8460931333859512,1.8074191002367799,1.8176795580110499,-0.035,-1.497,1904078.01,440638.937,1.0
510300.SH,20121009,2.303,1.8271507498026835,1.8689818468823993,1.8271507498026835,1.8595106550907656,0.053,2.3013,3686399.34,866502.519,1.0
510300.SH,20121010,2.356,1.8524072612470404,1.8626677190213101,1.8460931333859512,1.8595106550907656,0.0,0.0,1927380.74,453337.654,1.0
510300.SH,20121011,2.356,1.8531965272296764,1.8595106550907656,1.8429360694554067,1.8468823993685872,-0.016,-0.6791,2362345.61,553800.263,1.0
510300.SH,20121012,2.34,1.8531965272296764,1.8689818468823993,1.8318863456985006,1.845303867403315,-0.002,-0.0855,2837152.79,665542.699,1.0
510300.SH,20121015,2.338,1.850039463299132,1.850039463299132,1.8271507498026835,1.8389897395422259,-0.008,-0.3422,1733319.51,403148.815,1.0
510300.SH,20121016,2.33,1.8382004735595898,1.8563535911602211,1.8318863456985006,1.839779005524862,0.001,0.0429,3033133.85,709483.994,1.0
510300.SH,20121017,2.331,1.8492501973164959,1.8531965272296764,1.8287292817679561,1.8468823993685872,0.009,0.3861,2331499.92,544501.175,1.0
510300.SH,20121018,2.34,1.8508287292817682,1.8752959747434885,1.850039463299132,1.8697711128650358,0.029,1.2393,2827927.95,667742.679,1.0
510300.SH,20121019,2.369,1.8674033149171274,1.8745067087608525,1.8650355169692188,1.8697711128650358,0.0,0.0,1633135.51,386981.333,1.0
510300.SH,20121022,2.369,1.8618784530386743,1.8816101026045777,1.8563535911602211,1.876874506708761,0.009,0.3799,2331994.89,551873.077,1.0
510300.SH,20121023,2.378,1.8760852407261246,1.8776637726913972,1.853985793212313,1.855564325177585,-0.027,-1.1354,2618563.31,618942.681,1.0
510300.SH,20121024,2.351,1.8508287292817682,1.8618784530386743,1.8484609313338598,1.8524072612470404,-0.004,-0.1701,2154703.45,505998.006,1.0
510300.SH,20121025,2.347,1.8524072612470404,1.8602999210734021,1.8366219415943175,1.8374112075769535,-0.019,-0.8095,2435806.91,570138.479,1.0
510300.SH,20121026,2.328,1.8382004735595898,1.840568271507498,1.7900552486187844,1.7963693764798736,-0.052,-2.2337,3059710.25,701312.998,1.0
510300.SH,20121029,2.276,1.7932123125493291,1.7987371744277822,1.7821625887924233,1.7876874506708764,-0.011,-0.4833,2383104.75,540850.432,1.0
510300.SH,20121030,2.265,1.7900552486187844,1.8066298342541438,1.7861089187056038,1.791633780584057,0.005,0.2208,3304971.35,750876.413,1.0
510300.SH,20121031,2.27,1.7932123125493291,1.8058405682715075,1.7876874506708764,1.8042620363062354,0.016,0.7048,2433534.92,554099.08,1.0
510300.SH,20121101,2.286,1.808208366219416,1.850039463299132,1.8050513022888715,1.8421468034727706,0.048,2.0997,3381281.04,785933.186,1.0
510300.SH,20121102,2.334,1.8421468034727706,1.8492501973164959,1.8295185477505922,1.8460931333859512,0.005,0.2142,2662089.81,620991.736,1.0
510300.SH,20121105,2.339,1.844514601420679,1.8602999210734021,1.8334648776637728,1.8413575374901345,-0.006,-0.2565,2417404.72,564524.913,1.0
510300.SH,20121106,2.333,1.845303867403315,1.8468823993685872,1.808208366219416,1.8342541436464088,-0.009,-0.3858,3118478.5,721092.974,1.0
510300.SH,20121107,2.324,1.8310970797158643,1.845303867403315,1.822415153906867,1.8326756116811367,-0.002,-0.0861,3100630.38,719763.291,1.0
510300.SH,20121108,2.322,1.8208366219415943,1.823204419889503,1.7987371744277822,1.7995264404104183,-0.042,-1.8088,3506991.11,805645.246,1.0
510300.SH,20121109,2.28,1.7963693764798736,1.8034727703235993,1.790844514601421,1.7947908445146015,-0.006,-0.2632,3025110.57,688809.239,1.0
510300.SH,20121112,2.274,1.7963693764798736,1.8066298342541438,1.78689818468824,1.8011049723756907,0.008,0.3518,3249623.05,740234.171,1.0
510300.SH,20121113,2.282,1.8011049723756907,1.8011049723756907,1.7695343330702449,1.7734806629834254,-0.035,-1.5337,3892473.8,878118.527,1.0
510300.SH,20121114,2.247,1.775848460931334,1.7805840568271507,1.770323599052881,1.7782162588792425,0.006,0.267,3216383.45,723166.484,1.0
510300.SH,20121115,2.253,1.7711128650355172,1.7797947908445146,1.7553275453827943,1.7569060773480665,-0.027,-1.1984,4147741.87,929461.173,1.0
510300.SH,20121116,2.226,1.7545382794001578,1.7553275453827943,1.733228097868982,1.7403314917127073,-0.021,-0.9434,4158326.88,917425.292,1.0
510300.SH,20121119,2.205,1.7395422257300712,1.7419100236779794,1.7229676400947118,1.7403314917127073,0.0,0.0,3386253.02,744459.64,1.0
510300.SH,20121120,2.205,1.7450670876085241,1.7482241515390686,1.7324388318863457,1.7355958958168902,-0.006,-0.2721,3023697.12,667054.25,1.0
510300.SH,20121121,2.199,1.7363851617995267,1.759273875295975,1.7253354380426205,1.7569060773480665,0.027,1.2278,4892438.17,1080560.498,1.0
510300.SH,20121122,2.226,1.7458563535911604,1.7498026835043412,1.7363851617995267,1.7466456195737965,-0.013,-0.584,2998818.38,662953.42,1.0
510300.SH,20121123,2.213,1.7498026835043412,1.7640094711917917,1.7474348855564326,1.7561168113654304,0.012,0.5423,4164643.64,925710.016,1.0
510300.SH,20121126,2.225,1.7529597474348857,1.7537490134175218,1.738752959747435,1.7450670876085241,-0.014,-0.6292,3380703.84,748807.817,1.0
510300.SH,20121127,2.211,1.7379636937647989,1.7411207576953434,1.7253354380426205,1.7261247040252565,-0.024,-1.0855,3698311.05,812727.447,1.0
510300.SH,20121128,2.187,1.7221783741120757,1.7221783741120757,1.7048145224940807,1.707182320441989,-0.024,-1.0974,3551281.28,770908.119,1.0
510300.SH,20121129,2.163,1.71112865035517,1.7150749802683507,1.7000789265982637,1.7008681925808997,-0.008,-0.3699,3790226.47,820276.322,1.0
510300.SH,20121130,2.155,1.6969218626677192,1.7142857142857146,1.6945540647198105,1.7087608524072615,0.01,0.464,4168374.19,899064.508,1.0
510300.SH,20121203,2.165,1.71112865035517,1.7205998421468038,1.691397000789266,1.6929755327545384,-0.02,-0.9238,3061587.05,663143.487,1.0
510300.SH,20121204,2.145,1.6890292028413578,1.7095501183898976,1.6874506708760852,1.7063930544593529,0.017,0.7925,3993001.34,857559.413,1.0
510300.SH,20121205,2.162,1.7056037884767168,1.7774269928966062,1.7032359905288084,1.7663772691397002,0.076,3.5153,6195195.93,1371643.814,1.0
510300.SH,20121206,2.238,1.7671665351223362,1.7726913970007894,1.7569060773480665,1.7640094711917917,-0.003,-0.134,4236821.2,947438.519,1.0
510300.SH,20121207,2.235,1.7640094711917917,1.8050513022888715,1.7624309392265196,1.7995264404104183,0.045,2.0134,5774855.63,1305741.576,1.0
510300.SH,20121210,2.28,1.8097868981846885,1.8208366219415943,1.8034727703235993,1.8161010260457777,0.021,0.9211,4975709.39,1141330.177,1.0
510300.SH,20121211,2.301,1.808997632202052,1.8200473559589583,1.8058405682715075,1.8105761641673246,-0.007,-0.3042,3256954.12,747541.519,1.0
510300.SH,20121212,2.294,1.8121546961325967,1.8200473559589583,1.8042620363062354,1.8145224940805051,0.005,0.218,4694800.11,1076884.26,1.0
510300.SH,20121213,2.299,1.8074191002367799,1.812943962115233,1.7987371744277822,1.8003157063930546,-0.018,-0.7829,3332026.96,761751.487,1.0
510300.SH,20121214,2.281,1.7987371744277822,1.8942383583267561,1.7987371744277822,1.8910812943962116,0.115,5.0416,5740475.53,1348512.304,1.0
510300.SH,20121217,2.396,1.892659826361484,1.9005524861878453,1.887924230465667,1.8966061562746648,0.007,0.2922,4750981.66,1141079.039,1.0
510300.SH,20121218,2.37,1.8967482241515392,1.9263599052880822,1.8807419100236782,1.893546961325967,-0.004,-0.1688,4463113.96,1060453.203,1.014
510300.SH,20121219,2.366,1.892746645619574,1.9103535911602212,1.8887450670876085,1.898348855564325,0.006,0.2536,3245530.01,769414.111,1.014
510300.SH,20121220,2.372,1.8919463299131807,1.9191570639305449,1.882342541436464,1.9111539068666141,0.016,0.6745,4912790.16,1163009.008,1.014
510300.SH,20121221,2.388,1.9175564325177585,1.9311617995264403,1.893546961325967,1.9031507498026836,-0.01,-0.4188,4193594.1,1001019.65,1.014
510300.SH,20121224,2.378,1.9023504340962905,1.9191570639305449,1.898348855564325,1.9047513812154697,0.002,0.0841,5083167.71,1211686.278,1.014
510300.SH,20121225,2.38,1.898348855564325,1.967976322020521,1.8951475927387529,1.9575722178374115,0.066,2.7731,4771781.56,1154822.664,1.014
510300.SH,20121226,2.446,1.954370955011839,1.9647750591949489,1.953570639305446,1.9631744277821626,0.007,0.2862,3720029.57,910876.806,1.014
510300.SH,20121227,2.453,1.9727782162588792,1.985583267561168,1.9583725335438045,1.9591728492501974,-0.005,-0.2038,4017302.97,986785.752,1.014
510300.SH,20121228,2.448,1.9647750591949489,1.9895848460931336,1.9591728492501974,1.9879842146803473,0.036,1.4706,5157085.4,1269570.13,1.014
510300.SH,20121231,2.484,1.9943867403314919,2.023998421468035,1.9943867403314919,2.0199968429360697,0.04,1.6103,7702944.22,1934472.774,1.014
510300.SH,20130104,2.524,2.044006314127861,2.0488082083662196,1.9999889502762433,2.024798737174428,0.006,0.2377,5364707.95,1358421.981,1.014
510300.SH,20130107,2.53,2.0183962115232834,2.0360031570639308,2.0135943172849253,2.028,0.004,0.1581,4148279.61,1048573.711,1.014
510300.SH,20130108,2.534,2.027199684293607,2.0320015785319656,2.0031902131018153,2.019196527229677,-0.011,-0.4341,4000972.36,1008486.882,1.014
510300.SH,20130109,2.523,2.0159952644041046,2.028,2.0039905288082083,2.0175958958168905,-0.002,-0.0793,4399883.3,1109167.575,1.014
510300.SH,20130110,2.521,2.0183962115232834,2.043205998421468,2.008792423046567,2.022397790055249,0.006,0.238,4556250.49,1153669.81,1.014
510300.SH,20130111,2.527,2.028,2.0328018942383586,1.9831823204419892,1.9919857932123126,-0.038,-1.5038,5847044.24,1466409.444,1.014
510300.SH,20130114,2.489,1.9919857932123126,2.071217048145225,1.9863835832675614,2.0624135753749013,0.088,3.5356,7471833.37,1894441.213,1.014
510300.SH,20130115,2.577,2.0640142067876877,2.083221783741121,2.0632138910812943,2.074418310970797,0.015,0.5821,4902077.23,1268348.566,1.014
510300.SH,20130116,2.592,2.0736179952644043,2.0776195737963694,2.0296006314127863,2.059212312549329,-0.019,-0.733,4960657.32,1272410.239,1.014
510300.SH,20130117,2.573,2.056011049723757,2.060012628255722,2.0304009471191793,2.0464072612470403,-0.016,-0.6218,4390935.17,1123009.535,1.014
510300.SH,20130118,2.557,2.059212312549329,2.0888239936858723,2.042405682715075,2.0768192580899765,0.038,1.4861,4614400.12,1191041.031,1.014
510300.SH,20130121,2.595,2.0808208366219416,2.088023677979479,2.0648145224940806,2.084022099447514,0.009,0.3468,4112879.04,1068176.066,1.014
510300.SH,20130122,2.604,2.0800205209155487,2.0936258879242304,2.0624135753749013,2.0808208366219416,-0.004,-0.1536,7695141.88,2002372.346,1.014
510300.SH,20130123,2.6,2.0800205209155487,2.0888239936858723,2.0648145224940806,2.0848224151539068,0.005,0.1923,4179259.0,1084472.566,1.014
510300.SH,20130124,2.605,2.0848224151539068,2.133641673243883,2.055210734017364,2.071217048145225,-0.017,-0.6526,7873514.37,2056159.924,1.014
510300.SH,20130125,2.588,2.071217048145225,2.0736179952644043,2.059212312549329,2.0616132596685084,-0.012,-0.4637,5722447.4,1476636.53,1.014
510300.SH,20130128,2.576,2.06721546961326,2.118435674822415,2.06721546961326,2.117635359116022,0.07,2.7174,5635543.56,1476431.209,1.014
510300.SH,20130129,2.646,2.1200363062352015,2.1440457774269928,2.1168350434096292,2.133641673243883,0.02,0.7559,7826804.14,2081586.927,1.014
510300.SH,20130130,2.666,2.1392438831886347,2.147247040252565,2.129640094711918,2.145646408839779,0.015,0.5626,5385049.26,1440600.309,1.014
510300.SH,20130131,2.681,2.1544498816101028,2.158451460142068,2.1368429360694554,2.1512486187845306,0.007,0.2611,6927571.02,1856557.77,1.014
510300.SH,20130201,2.688,2.1440457774269928,2.196866614048935,2.1376432517758484,2.1928650355169697,0.052,1.9345,5398153.44,1458735.972,1.014
510300.SH,20130204,2.74,2.199267561168114,2.2112722967640095,2.1864625098658252,2.196866614048935,0.005,0.1825,4247564.05,1167276.49,1.014
510300.SH,20130205,2.745,2.1864625098658252,2.2248776637726912,2.184861878453039,2.212872928176796,0.02,0.7286,7356517.14,2027097.937,1.014
510300.SH,20130206,2.765,2.2144735595895817,2.2248776637726912,2.2120726124704024,2.2192754538279402,0.008,0.2893,4626880.28,1281889.007,1.014
510300.SH,20130207,2.773,2.216874506708761,2.2192754538279402,2.1808602999210738,2.2088713496448302,-0.013,-0.4688,6087426.43,1675465.189,1.014
510300.SH,20130208,2.76,2.2144735595895817,2.2304798737174427,2.200067876874507,2.216074191002368,0.009,0.3261,6296267.13,1743742.744,1.014
510300.SH,20130218,2.769,2.220876085240726,2.2232770323599054,2.1784593528018945,2.183261247040253,-0.041,-1.4807,6967875.2,1916816.549,1.014
510300.SH,20130219,2.728,2.184861878453039,2.188863456985004,2.1376432517758484,2.1480473559589583,-0.044,-1.6129,5411521.28,1458203.208,1.014
510300.SH,20130220,2.684,2.1488476716653513,2.158451460142068,2.1352423046566695,2.157651144435675,0.012,0.4471,4610176.94,1236732.016,1.014
510300.SH,20130221,2.696,2.1368429360694554,2.1368429360694554,2.0616132596685084,2.0808208366219416,-0.096,-3.5608,7321565.14,1916687.191,1.014
510300.SH,20130222,2.6,2.083221783741121,2.0896243093922653,2.070416732438832,2.074418310970797,-0.008,-0.3077,4107547.19,1069329.85,1.014
510300.SH,20130225,2.592,2.0800205209155487,2.101629044988161,2.0664151539068665,2.0776195737963694,0.004,0.1543,5475509.94,1423529.867,1.014
510300.SH,20130226,2.596,2.0648145224940806,2.1008287292817682,2.043205998421468,2.0472075769534333,-0.038,-1.4638,7929723.84,2059004.731,1.014
510300.SH,20130227,2.558,2.056011049723757,2.0888239936858723,2.0528097868981847,2.0664151539068665,0.024,0.9382,4683230.89,1210049.094,1.014
510300.SH,20130228,2.582,2.0856227308602997,2.1392438831886347,2.072817679558011,2.1360426203630625,0.087,3.3695,6133326.22,1613396.37,1.014
510300.SH,20130301,2.669,2.1360426203630625,2.142445146014207,2.0960268350434097,2.133641673243883,-0.003,-0.1124,4276796.52,1133952.013,1.014
510300.SH,20130304,2.666,2.1064309392265197,2.1080315706393056,2.022397790055249,2.0328018942383586,-0.126,-4.7262,7400084.08,1910709.787,1.014
510300.SH,20130305,2.54,2.0368034727703237,2.0936258879242304,2.0336022099447515,2.091224940805051,0.073,2.874,5414035.34,1393273.915,1.014
